,loss,val_loss,ssim,val_ssim
0,0.2635437846183777,0.2385035753250122,0.7364561557769775,0.7614965438842773
1,0.22392010688781738,0.20685060322284698,0.7760800123214722,0.7931492924690247
2,0.20567388832569122,0.21380534768104553,0.7943260073661804,0.7861945629119873
3,0.2016167938709259,0.2084263265132904,0.7983832359313965,0.7915738224983215
4,0.1949915885925293,0.18039430677890778,0.8050084114074707,0.8196056485176086
5,0.17972832918167114,0.16393384337425232,0.8202716112136841,0.836065948009491
6,0.15863627195358276,0.15779700875282288,0.8413635492324829,0.8422029614448547
7,0.14918456971645355,0.14826729893684387,0.85081547498703,0.8517325520515442
8,0.13824108242988586,0.1353394091129303,0.8617588877677917,0.8646606206893921
9,0.13055859506130219,0.12586897611618042,0.8694415092468262,0.87413090467453
10,0.1251467913389206,0.12291185557842255,0.8748533129692078,0.877088189125061
11,0.12124381214380264,0.11839985847473145,0.8787563443183899,0.8816002011299133
12,0.11937028169631958,0.11915452778339386,0.8806297183036804,0.8808454275131226
13,0.11671341955661774,0.11660005152225494,0.8832866549491882,0.8834000825881958
14,0.114939846098423,0.11137726157903671,0.88506019115448,0.8886227607727051
15,0.11016891151666641,0.10848680883646011,0.8898311853408813,0.8915132284164429
16,0.10664186626672745,0.10621088743209839,0.8933582305908203,0.8937892913818359
17,0.10624013841152191,0.10454165935516357,0.8937599062919617,0.8954582214355469
18,0.10588139295578003,0.10211528837680817,0.8941184878349304,0.8978848457336426
19,0.10591800510883331,0.10376008599996567,0.8940820693969727,0.8962399363517761
20,0.10286188125610352,0.09848596900701523,0.8971381187438965,0.9015140533447266
21,0.10111837089061737,0.10363228619098663,0.8988816142082214,0.8963677287101746
22,0.10237985849380493,0.10102120786905289,0.8976202011108398,0.8989787101745605
23,0.09702151268720627,0.09753976762294769,0.9029785394668579,0.9024602770805359
24,0.09525670111179352,0.09333889931440353,0.9047431945800781,0.9066610336303711
25,0.09290987253189087,0.09132931381464005,0.9070900678634644,0.9086707234382629
26,0.09398497641086578,0.09553171694278717,0.9060149192810059,0.9044682383537292
27,0.09285224974155426,0.09021039307117462,0.9071475863456726,0.9097896814346313
28,0.09223742038011551,0.09267324954271317,0.9077626466751099,0.9073268175125122
29,0.09123458713293076,0.0894833356142044,0.9087656140327454,0.9105167388916016
30,0.09194514155387878,0.098051518201828,0.9080547094345093,0.9019484519958496
31,0.09099266678094864,0.08771494030952454,0.9090074300765991,0.9122849702835083
32,0.08866238594055176,0.09430219233036041,0.911337673664093,0.9056977033615112
33,0.08921889960765839,0.08892430365085602,0.9107810258865356,0.91107577085495
34,0.08808843791484833,0.08670834451913834,0.9119114875793457,0.9132916331291199
35,0.08685024082660675,0.08566232025623322,0.9131498336791992,0.9143378138542175
36,0.08620422333478928,0.08580733835697174,0.9137958288192749,0.9141925573348999
37,0.08595920354127884,0.08389247953891754,0.9140405654907227,0.9161076545715332
38,0.08576080948114395,0.08652852475643158,0.914239227771759,0.913471519947052
39,0.08737409859895706,0.08573736995458603,0.912625789642334,0.9142626523971558
40,0.08492729067802429,0.08428098261356354,0.9150726199150085,0.9157190322875977
41,0.08343278616666794,0.08259698003530502,0.9165672063827515,0.9174031019210815
42,0.08427747339010239,0.08512537181377411,0.9157225489616394,0.9148746728897095
43,0.08416102826595306,0.08290154486894608,0.915838897228241,0.9170984029769897
44,0.08434189110994339,0.08149439096450806,0.9156581163406372,0.9185054898262024
45,0.08208989351987839,0.08148932456970215,0.9179102182388306,0.9185107946395874
46,0.08176659047603607,0.0816887766122818,0.9182335734367371,0.9183112382888794
47,0.08088173717260361,0.07988925278186798,0.9191182851791382,0.9201107025146484
48,0.08003496378660202,0.07936345785856247,0.9199650883674622,0.9206365346908569
49,0.08071919530630112,0.07925515621900558,0.9192807078361511,0.9207450151443481
50,0.08161777257919312,0.0799003541469574,0.9183822870254517,0.9200997352600098
51,0.08041327446699142,0.08010252565145493,0.9195867776870728,0.9198975563049316
52,0.0810139924287796,0.0814133733510971,0.9189862012863159,0.9185867309570312
53,0.08139578998088837,0.07883120328187943,0.9186041951179504,0.9211686849594116
54,0.07986857742071152,0.07896454632282257,0.9201313853263855,0.9210354089736938
55,0.08041216433048248,0.08229704946279526,0.9195877313613892,0.9177030324935913
56,0.08050569146871567,0.07935608178377151,0.9194943308830261,0.9206439852714539
57,0.07989434152841568,0.07857709378004074,0.9201056361198425,0.9214228391647339
58,0.07811275124549866,0.0771617665886879,0.9218872785568237,0.9228383302688599
59,0.07718034833669662,0.07607896625995636,0.9228194952011108,0.9239209890365601
60,0.07683290541172028,0.07689100503921509,0.9231671094894409,0.9231089353561401
61,0.0786610022187233,0.07714598625898361,0.9213391542434692,0.9228540658950806
62,0.07786484062671661,0.077324278652668,0.9221353530883789,0.9226754307746887
63,0.07654134929180145,0.07580060511827469,0.9234585762023926,0.9241994023323059
64,0.07513616979122162,0.07384991645812988,0.9248636960983276,0.9261501431465149
65,0.0748385488986969,0.07482365518808365,0.9251613616943359,0.9251764416694641
66,0.0767597109079361,0.07577524334192276,0.9232403039932251,0.924224853515625
67,0.07592394202947617,0.07520793378353119,0.9240759611129761,0.9247919917106628
68,0.07649064064025879,0.07461264729499817,0.923509418964386,0.9253875017166138
69,0.07665587961673737,0.07556029409170151,0.9233440160751343,0.924439549446106
70,0.07452116161584854,0.07398612052202225,0.9254787564277649,0.9260139465332031
71,0.07549276947975159,0.07646938413381577,0.9245072603225708,0.9235302805900574
72,0.07615271210670471,0.07488689571619034,0.9238473176956177,0.9251130819320679
73,0.07578104734420776,0.07419680804014206,0.9242188334465027,0.9258033037185669
74,0.07545338571071625,0.07372699677944183,0.9245465993881226,0.9262730479240417
75,0.07346618175506592,0.07226146012544632,0.9265336990356445,0.9277386665344238
76,0.07292493432760239,0.0726228803396225,0.9270750284194946,0.9273772239685059
77,0.07353334873914719,0.0762215256690979,0.9264666438102722,0.9237785339355469
78,0.07603056728839874,0.07396098971366882,0.923969566822052,0.9260390400886536
79,0.07390689849853516,0.07571208477020264,0.9260932803153992,0.9242879152297974
80,0.07374533265829086,0.07177525013685226,0.9262545704841614,0.9282247424125671
81,0.07217611372470856,0.07242657244205475,0.9278237223625183,0.9275735020637512
82,0.0726616382598877,0.07229945808649063,0.9273382425308228,0.9277005195617676
83,0.07356615364551544,0.07289297878742218,0.9264338612556458,0.9271071553230286
84,0.07154759764671326,0.07113698124885559,0.9284524917602539,0.9288630485534668
85,0.07383255660533905,0.07614214718341827,0.9261674880981445,0.9238578081130981
86,0.07453659176826477,0.07822871208190918,0.9254635572433472,0.921771228313446
87,0.07491108030080795,0.07203315943479538,0.9250888824462891,0.9279667139053345
88,0.07166726887226105,0.07048405706882477,0.9283329248428345,0.9295159578323364
89,0.072787806391716,0.07213513553142548,0.9272122383117676,0.9278648495674133
90,0.07143707573413849,0.06973253190517426,0.9285629391670227,0.9302674531936646
91,0.07273406535387039,0.07063634693622589,0.9272659420967102,0.9293635487556458
92,0.0715765506029129,0.07023156434297562,0.9284234046936035,0.929768443107605
93,0.07220207154750824,0.07113874703645706,0.9277979135513306,0.9288613200187683
94,0.0733252540230751,0.07067746669054031,0.9266746640205383,0.9293226003646851
95,0.07075563073158264,0.07035119831562042,0.929244339466095,0.929648756980896
96,0.0699019581079483,0.06931620091199875,0.9300979375839233,0.9306837916374207
97,0.07096594572067261,0.07017149031162262,0.9290339350700378,0.9298286437988281
98,0.07094567269086838,0.07766348123550415,0.9290544390678406,0.9223362803459167
99,0.07403015345335007,0.0757002979516983,0.9259698987007141,0.9242997169494629
100,0.07179483771324158,0.07131677865982056,0.9282050132751465,0.9286831617355347
101,0.06970401108264923,0.06837552785873413,0.9302959442138672,0.9316245317459106
102,0.06866881996393204,0.06861965358257294,0.9313311576843262,0.9313804507255554
103,0.06889413297176361,0.06961872428655624,0.9311057925224304,0.9303812980651855
104,0.0695934146642685,0.07004836946725845,0.9304064512252808,0.9299516677856445
105,0.0690297931432724,0.06793437898159027,0.9309700727462769,0.9320657849311829
